nboletahogar,nlinea,parentesco,sexo,edad,embarazada_lactante,sabe_leer,asistido_escuela_vez,estudiando_actual,grado_estudio,grado_estudio_an,ocupacion
GHCUES1335,5,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1336,1,1-Jefe del hogar,2-Mujer,80,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,06 - Ama de casa
GHCUES1337,1,1-Jefe del hogar,1-Hombre,48,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1339,1,1-Jefe del hogar,2-Mujer,60,4-No aplica,01-Si,01-Si,02-No,3-Superior/universitaria,5,24- Jubilado
GHCUES1340,2,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES1340,1,1-Jefe del hogar,2-Mujer,37,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,5,21- Empleado especializado público o privado
GHCUES1340,3,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1340,4,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES1340,5,6-Padre/madre,2-Mujer,59,4-No aplica,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1341,1,1-Jefe del hogar,1-Hombre,57,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1341,2,2-Esposa/esposo,2-Mujer,51,4-No aplica,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1341,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES1342,1,1-Jefe del hogar,1-Hombre,48,,01-Si,01-Si,02-No,1-Primaria,6,14- Comerciante ambulante
GHCUES1346,1,1-Jefe del hogar,2-Mujer,53,4-No aplica,01-Si,01-Si,02-No,1-Primaria,1,09- Trabajador en oficios domésticos
GHCUES1346,2,3-Hijo,2-Mujer,25,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1346,3,3-Hijo,2-Mujer,19,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1347,1,1-Jefe del hogar,1-Hombre,74,,01-Si,01-Si,02-No,1-Primaria,3,00-Ninguna
GHCUES1347,3,3-Hijo,1-Hombre,22,,01-Si,01-Si,02-No,2-Secundaria,3,14- Comerciante ambulante
GHCUES1347,4,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,3,08 - Jornalero no agrícola
GHCUES1347,5,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,3,08 - Jornalero no agrícola
GHCUES1347,2,2-Esposa/esposo,2-Mujer,53,4-No aplica,02-No,02-No,,,,13- Comerciante de la producción manufacturera casera familiar
GHCUES1348,1,1-Jefe del hogar,1-Hombre,49,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1348,3,3-Hijo,1-Hombre,25,,01-Si,01-Si,02-No,2-Secundaria,6,21- Empleado especializado público o privado
GHCUES1348,5,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,6,00-Ninguna
GHCUES1348,7,4-Yerno/nuera,1-Hombre,23,,01-Si,01-Si,02-No,2-Secundaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1348,2,2-Esposa/esposo,2-Mujer,49,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1348,4,3-Hijo,2-Mujer,23,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1348,6,5-Nieto,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1349,1,1-Jefe del hogar,1-Hombre,43,,02-No,02-No,,,,18- Obrero especializado de fábrica
GHCUES1349,3,3-Hijo,1-Hombre,20,,01-Si,01-Si,02-No,2-Secundaria,2,08 - Jornalero no agrícola
GHCUES1349,2,2-Esposa/esposo,2-Mujer,50,4-No aplica,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1350,2,3-Hijo,1-Hombre,19,,01-Si,01-Si,01-Si,2-Secundaria,2,07 - Escolar / estudiante
GHCUES1350,3,3-Hijo,1-Hombre,17,,01-Si,01-Si,01-Si,2-Secundaria,1,07 - Escolar / estudiante
GHCUES1350,4,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES1350,1,1-Jefe del hogar,2-Mujer,46,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,3,14- Comerciante ambulante
GHCUES1350,5,6-Padre/madre,2-Mujer,73,4-No aplica,01-Si,01-Si,02-No,0-Ninguno,0,06 - Ama de casa
GHCUES1351,2,3-Hijo,1-Hombre,22,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1351,4,3-Hijo,1-Hombre,19,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1351,1,1-Jefe del hogar,2-Mujer,51,4-No aplica,02-No,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1351,3,3-Hijo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1351,5,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1351,6,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1351,7,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES1352,1,1-Jefe del hogar,1-Hombre,74,,01-Si,01-Si,02-No,1-Primaria,2,00-Ninguna
GHCUES1352,3,3-Hijo,1-Hombre,39,,01-Si,01-Si,02-No,1-Primaria,1,02-Agricultor dedicado a granos básicos
GHCUES1352,4,4-Yerno/nuera,1-Hombre,33,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES1352,6,5-Nieto,1-Hombre,4,,,,,,,
GHCUES1352,2,2-Esposa/esposo,2-Mujer,62,4-No aplica,01-Si,01-Si,02-No,1-Primaria,3,23- Enfermo
GHCUES1352,5,3-Hijo,2-Mujer,33,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,15- Comerciante fijo en la comunidad
GHCUES1353,1,1-Jefe del hogar,1-Hombre,42,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES1353,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1354,1,1-Jefe del hogar,1-Hombre,50,,01-Si,01-Si,02-No,1-Primaria,1,05- Jornalero agrícola
GHCUES1354,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1354,3,12-No hay parentesco,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES1355,1,1-Jefe del hogar,1-Hombre,35,,02-No,02-No,,,,05- Jornalero agrícola
GHCUES1355,4,3-Hijo,1-Hombre,8,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1355,2,2-Esposa/esposo,2-Mujer,30,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1355,3,3-Hijo,2-Mujer,12,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1355,5,3-Hijo,2-Mujer,7,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1355,6,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES1355,7,6-Padre/madre,2-Mujer,72,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1357,1,1-Jefe del hogar,1-Hombre,64,,02-No,02-No,,,,96-Otros
GHCUES1358,1,1-Jefe del hogar,1-Hombre,76,,01-Si,01-Si,02-No,1-Primaria,3,00-Ninguna
GHCUES1358,2,4-Yerno/nuera,1-Hombre,31,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1358,4,5-Nieto,1-Hombre,4,,,,,,,
GHCUES1358,6,5-Nieto,1-Hombre,0,,,,,,,
GHCUES1358,3,3-Hijo,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1358,5,5-Nieto,2-Mujer,1,4-No aplica,,,,,,
GHCUES1360,1,1-Jefe del hogar,1-Hombre,80,,02-No,01-Si,02-No,0-Ninguno,0,00-Ninguna
GHCUES1360,5,5-Nieto,1-Hombre,22,,01-Si,01-Si,02-No,1-Primaria,6,08 - Jornalero no agrícola
GHCUES1360,6,5-Nieto,1-Hombre,20,,01-Si,01-Si,02-No,1-Primaria,4,05- Jornalero agrícola
GHCUES1360,8,5-Nieto,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1360,9,5-Nieto,1-Hombre,9,,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES1360,2,2-Esposa/esposo,2-Mujer,83,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,23- Enfermo
GHCUES1360,3,3-Hijo,2-Mujer,57,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1360,4,3-Hijo,2-Mujer,42,3-No embarazada ni lactante,02-No,01-Si,02-No,0-Ninguno,0,06 - Ama de casa
GHCUES1360,7,5-Nieto,2-Mujer,15,3-No embarazada ni lactante,02-No,01-Si,02-No,0-Ninguno,0,06 - Ama de casa
GHCUES1362,2,3-Hijo,1-Hombre,23,,01-Si,01-Si,02-No,2-Secundaria,1,05- Jornalero agrícola
GHCUES1362,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1362,5,3-Hijo,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1362,1,1-Jefe del hogar,2-Mujer,51,4-No aplica,02-No,01-Si,02-No,1-Primaria,1,14- Comerciante ambulante
GHCUES1362,4,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1363,1,1-Jefe del hogar,1-Hombre,64,,02-No,01-Si,02-No,0-Ninguno,0,02-Agricultor dedicado a granos básicos
GHCUES1363,3,3-Hijo,1-Hombre,34,,02-No,01-Si,02-No,0-Ninguno,0,01-Agricultor sin tierra y/o en tierra familiar
GHCUES1363,4,5-Nieto,1-Hombre,18,,01-Si,01-Si,01-Si,2-Secundaria,4,07 - Escolar / estudiante
GHCUES1363,5,5-Nieto,1-Hombre,13,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1363,2,2-Esposa/esposo,2-Mujer,64,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1364,1,1-Jefe del hogar,1-Hombre,53,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1364,4,3-Hijo,1-Hombre,17,,01-Si,01-Si,02-No,2-Secundaria,3,05- Jornalero agrícola
GHCUES1364,5,3-Hijo,1-Hombre,28,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1364,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1364,3,3-Hijo,2-Mujer,21,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1364,6,4-Yerno/nuera,2-Mujer,27,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1364,7,5-Nieto,2-Mujer,2,4-No aplica,,,,,,
GHCUES1366,1,1-Jefe del hogar,1-Hombre,33,,01-Si,01-Si,02-No,1-Primaria,6,02-Agricultor dedicado a granos básicos
GHCUES1366,6,8-Hermano/a,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,3,01-Agricultor sin tierra y/o en tierra familiar
GHCUES1366,8,9-Otro familiar,1-Hombre,0,,,,,,,
GHCUES1366,2,2-Esposa/esposo,2-Mujer,30,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1366,3,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES1366,4,3-Hijo,2-Mujer,3,4-No aplica,,,,,,
GHCUES1366,5,6-Padre/madre,2-Mujer,53,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1366,7,8-Hermano/a,2-Mujer,25,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES1366,9,9-Otro familiar,2-Mujer,5,4-No aplica,,,,,,
GHCUES1367,1,1-Jefe del hogar,1-Hombre,64,,02-No,01-Si,02-No,1-Primaria,1,05- Jornalero agrícola
GHCUES1367,5,3-Hijo,1-Hombre,22,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1367,2,2-Esposa/esposo,2-Mujer,73,4-No aplica,02-No,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1367,3,3-Hijo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1367,4,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1367,6,3-Hijo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1367,7,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1368,1,1-Jefe del hogar,1-Hombre,70,,01-Si,01-Si,02-No,1-Primaria,3,00-Ninguna
GHCUES1368,2,2-Esposa/esposo,2-Mujer,70,4-No aplica,02-No,02-No,,,,06 - Ama de casa
GHCUES1368,3,3-Hijo,2-Mujer,28,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,6,18- Obrero especializado de fábrica
GHCUES1369,1,1-Jefe del hogar,1-Hombre,77,,01-Si,01-Si,02-No,1-Primaria,3,02-Agricultor dedicado a granos básicos
GHCUES1369,3,3-Hijo,1-Hombre,24,,02-No,01-Si,02-No,0-Ninguno,0,01-Agricultor sin tierra y/o en tierra familiar
GHCUES1369,2,2-Esposa/esposo,2-Mujer,73,4-No aplica,02-No,02-No,,,,23- Enfermo
GHCUES1369,4,3-Hijo,2-Mujer,48,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,15- Comerciante fijo en la comunidad
GHCUES1375,1,1-Jefe del hogar,1-Hombre,26,,01-Si,01-Si,02-No,2-Secundaria,6,08 - Jornalero no agrícola
GHCUES1375,2,2-Esposa/esposo,2-Mujer,26,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1375,3,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES1376,1,1-Jefe del hogar,1-Hombre,50,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1376,3,3-Hijo,1-Hombre,18,,01-Si,01-Si,02-No,2-Secundaria,3,05- Jornalero agrícola
GHCUES1376,2,2-Esposa/esposo,2-Mujer,40,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1376,4,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,3,07 - Escolar / estudiante
GHCUES1376,5,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,1,
GHCUES1376,6,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,3,
GHCUES1376,7,3-Hijo,2-Mujer,7,4-No aplica,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES1377,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,1-Primaria,4,05- Jornalero agrícola
GHCUES1377,4,3-Hijo,1-Hombre,14,,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1377,7,4-Yerno/nuera,1-Hombre,20,,01-Si,01-Si,02-No,2-Secundaria,3,05- Jornalero agrícola
GHCUES1377,8,5-Nieto,1-Hombre,2,,,,,,,
GHCUES1377,2,2-Esposa/esposo,2-Mujer,40,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1377,3,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,07 - Escolar / estudiante
GHCUES1377,5,3-Hijo,2-Mujer,6,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1377,6,3-Hijo,2-Mujer,19,3-No embarazada ni lactante,01-Si,01-Si,02-No,,,06 - Ama de casa
GHCUES1378,1,1-Jefe del hogar,1-Hombre,55,,01-Si,01-Si,02-No,3-Superior/universitaria,3,21- Empleado especializado público o privado
GHCUES1378,3,3-Hijo,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,6,15- Comerciante fijo en la comunidad
GHCUES1378,5,5-Nieto,1-Hombre,0,,,,,,,
GHCUES1378,2,2-Esposa/esposo,2-Mujer,55,4-No aplica,01-Si,01-Si,02-No,2-Secundaria,6,24- Jubilado
GHCUES1378,4,4-Yerno/nuera,2-Mujer,20,2-Lactante,01-Si,01-Si,02-No,3-Superior/universitaria,2,21- Empleado especializado público o privado
GHCUES1379,1,1-Jefe del hogar,1-Hombre,22,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1379,4,8-Hermano/a,1-Hombre,21,,01-Si,01-Si,02-No,2-Secundaria,6,00-Ninguna
GHCUES1379,2,2-Esposa/esposo,2-Mujer,19,2-Lactante,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1379,3,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES1380,1,1-Jefe del hogar,1-Hombre,29,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1380,2,2-Esposa/esposo,2-Mujer,29,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES1380,3,3-Hijo,2-Mujer,8,4-No aplica,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES1380,4,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES1380,5,3-Hijo,2-Mujer,2,4-No aplica,,,,,,
GHCUES1382,1,1-Jefe del hogar,1-Hombre,24,,01-Si,01-Si,02-No,2-Secundaria,1,05- Jornalero agrícola
GHCUES1382,4,3-Hijo,1-Hombre,1,,,,,,,
GHCUES1382,5,10-Hijo adoptado de crianza,1-Hombre,12,,01-Si,01-Si,01-Si,1-Primaria,4,
GHCUES1382,2,2-Esposa/esposo,2-Mujer,30,2-Lactante,01-Si,01-Si,02-No,1-Primaria,5,06 - Ama de casa
GHCUES1382,3,3-Hijo,2-Mujer,4,4-No aplica,,,,,,
GHCUES1383,1,1-Jefe del hogar,1-Hombre,44,,01-Si,01-Si,02-No,1-Primaria,1,05- Jornalero agrícola
GHCUES1383,4,3-Hijo,1-Hombre,15,,01-Si,01-Si,01-Si,1-Primaria,5,07 - Escolar / estudiante
GHCUES1383,6,4-Yerno/nuera,1-Hombre,30,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1383,9,4-Yerno/nuera,1-Hombre,19,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1383,10,5-Nieto,1-Hombre,0,,,,,,,
GHCUES1383,2,2-Esposa/esposo,2-Mujer,44,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1383,12,5-Nieto,1-Hombre,5,,,,,,,
GHCUES1383,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES1383,5,3-Hijo,2-Mujer,22,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,6,06 - Ama de casa
GHCUES1383,7,5-Nieto,2-Mujer,3,4-No aplica,,,,,,
GHCUES1383,8,3-Hijo,2-Mujer,20,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES1383,11,3-Hijo,2-Mujer,24,3-No embarazada ni lactante,01-Si,01-Si,02-No,2-Secundaria,3,06 - Ama de casa
GHCUES1384,5,3-Hijo,1-Hombre,7,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1384,1,1-Jefe del hogar,2-Mujer,36,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,1,09- Trabajador en oficios domésticos
GHCUES1384,2,3-Hijo,2-Mujer,17,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1384,3,3-Hijo,2-Mujer,14,3-No embarazada ni lactante,02-No,01-Si,02-No,1-Primaria,1,
GHCUES1384,4,3-Hijo,2-Mujer,10,3-No embarazada ni lactante,02-No,01-Si,01-Si,1-Primaria,1,
GHCUES1385,1,1-Jefe del hogar,1-Hombre,54,,01-Si,01-Si,02-No,1-Primaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1385,3,3-Hijo,1-Hombre,31,,01-Si,01-Si,02-No,1-Primaria,6,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1385,4,3-Hijo,1-Hombre,27,,01-Si,01-Si,02-No,1-Primaria,6,05- Jornalero agrícola
GHCUES1385,2,2-Esposa/esposo,2-Mujer,54,4-No aplica,01-Si,01-Si,02-No,1-Primaria,4,06 - Ama de casa
GHCUES1386,1,1-Jefe del hogar,1-Hombre,59,,01-Si,01-Si,02-No,0-Ninguno,0,00-Ninguna
GHCUES1386,3,3-Hijo,1-Hombre,17,,01-Si,01-Si,02-No,2-Secundaria,5,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1386,4,3-Hijo,1-Hombre,15,,01-Si,01-Si,02-No,2-Secundaria,2,07 - Escolar / estudiante
GHCUES1386,6,3-Hijo,1-Hombre,2,,,,,,,
GHCUES1386,7,5-Nieto,1-Hombre,1,,,,,,,
GHCUES1386,2,2-Esposa/esposo,2-Mujer,58,4-No aplica,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1386,5,3-Hijo,2-Mujer,20,2-Lactante,01-Si,01-Si,02-No,2-Secundaria,2,06 - Ama de casa
GHCUES1388,1,1-Jefe del hogar,1-Hombre,44,,02-No,02-No,,,,06 - Ama de casa
GHCUES1388,5,3-Hijo,1-Hombre,10,,02-No,01-Si,02-No,0-Ninguno,0,
GHCUES1388,6,3-Hijo,1-Hombre,10,,02-No,01-Si,02-No,0-Ninguno,0,
GHCUES1388,9,3-Hijo,1-Hombre,3,,,,,,,
GHCUES1388,2,2-Esposa/esposo,2-Mujer,39,3-No embarazada ni lactante,02-No,02-No,,,,09- Trabajador en oficios domésticos
GHCUES1388,3,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,4,00-Ninguna
GHCUES1388,4,3-Hijo,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,5,
GHCUES1388,7,3-Hijo,2-Mujer,7,4-No aplica,02-No,02-No,,,,
GHCUES1388,8,3-Hijo,2-Mujer,5,4-No aplica,,,,,,
GHCUES1389,1,1-Jefe del hogar,1-Hombre,52,,01-Si,01-Si,02-No,1-Primaria,3,05- Jornalero agrícola
GHCUES1389,7,3-Hijo,1-Hombre,14,,01-Si,01-Si,02-No,2-Secundaria,1,
GHCUES1389,2,2-Esposa/esposo,2-Mujer,39,3-No embarazada ni lactante,02-No,02-No,,,,06 - Ama de casa
GHCUES1389,3,3-Hijo,2-Mujer,20,3-No embarazada ni lactante,01-Si,01-Si,01-Si,2-Secundaria,5,09- Trabajador en oficios domésticos
GHCUES1389,4,3-Hijo,2-Mujer,18,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1389,5,3-Hijo,2-Mujer,16,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1389,6,3-Hijo,2-Mujer,15,3-No embarazada ni lactante,01-Si,01-Si,02-No,1-Primaria,6,09- Trabajador en oficios domésticos
GHCUES1389,8,3-Hijo,2-Mujer,9,4-No aplica,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1389,9,3-Hijo,2-Mujer,1,4-No aplica,,,,,,
GHCUES1390,1,1-Jefe del hogar,1-Hombre,66,,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
GHCUES1390,2,2-Esposa/esposo,2-Mujer,60,4-No aplica,01-Si,01-Si,02-No,1-Primaria,4,05- Jornalero agrícola
GHCUES1391,1,1-Jefe del hogar,1-Hombre,54,,01-Si,01-Si,02-No,1-Primaria,2,06 - Ama de casa
GHCUES1391,4,6-Padre/madre,1-Hombre,83,,02-No,02-No,,,,00-Ninguna
GHCUES1391,2,2-Esposa/esposo,2-Mujer,52,4-No aplica,02-No,02-No,,,,15- Comerciante fijo en la comunidad
GHCUES1391,3,5-Nieto,2-Mujer,8,4-No aplica,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1392,1,1-Jefe del hogar,1-Hombre,30,,01-Si,01-Si,02-No,2-Secundaria,5,05- Jornalero agrícola
GHCUES1392,5,10-Hijo adoptado de crianza,1-Hombre,9,,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1392,6,10-Hijo adoptado de crianza,1-Hombre,7,,02-No,01-Si,01-Si,0-Ninguno,0,
GHCUES1392,7,3-Hijo,1-Hombre,2,,,,,,,
GHCUES1392,2,2-Esposa/esposo,2-Mujer,31,1-Embarazada,01-Si,01-Si,02-No,1-Primaria,1,06 - Ama de casa
GHCUES1392,3,10-Hijo adoptado de crianza,2-Mujer,14,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,6,
GHCUES1392,4,10-Hijo adoptado de crianza,2-Mujer,13,3-No embarazada ni lactante,01-Si,01-Si,01-Si,1-Primaria,2,
GHCUES1393,1,1-Jefe del hogar,1-Hombre,51,,01-Si,01-Si,02-No,1-Primaria,3,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1393,2,3-Hijo,1-Hombre,30,,01-Si,01-Si,02-No,1-Primaria,3,14- Comerciante ambulante
GHCUES1393,4,5-Nieto,1-Hombre,11,,01-Si,01-Si,01-Si,1-Primaria,1,
GHCUES1393,5,5-Nieto,1-Hombre,9,,01-Si,01-Si,01-Si,0-Ninguno,0,
GHCUES1393,6,5-Nieto,1-Hombre,6,,02-No,02-No,,,,
GHCUES1393,7,9-Otro familiar,1-Hombre,57,,02-No,01-Si,02-No,,,"17- Obrero no-especializado de fábrica o granja, despachador, vigilante, mensajero, chofer"
GHCUES1393,8,9-Otro familiar,1-Hombre,20,,01-Si,01-Si,02-No,1-Primaria,3,06 - Ama de casa
